url,name,Brand,Description,Overall_Rating,Price,LB,Price per LB,Main Ingredients,Ingredient_Analysis,Guaranteed_Analysis,Life_Stage,Allergy,Human_Grade,Images
https://www.chewy.com/tomlyn-pill-masker-bacon-flavored/dp/121156,Tomlyn Pill-Masker Bacon Flavored Paste for Cats,Tomlyn,"Streamline pill time with Tomlyn Pill-Masker Bacon Flavored Paste for Cats! This shapeable paste is perfect for wrapping around pills of any size to conceal those necessary medications. The feline-focused formula with bacon flavor helps make pills delicious, so you can help keep your kitty healthy and happy. Plus this paste is moist and juicy, to match other cat foods. With this paste, your cat won’t have such a big pill to swallow.",,$10.99,,,,,,,,,
https://www.chewy.com/frisco-personalized-classic-photos/dp/303506,"Frisco ""Classic #2"" Photos White Personalized Coffee Mug",Frisco,"We know your pet is your cup of tea—and now you can show off their adorable personality with every sip. This ceramic mug is customizable with your pet’s photo and a unique phrase—for you or for your favorite pet parent friend. “Who’s that cute kitty or doggy?” everyone will ask when you’re sipping your coffee. Whatever beverage you start your day with, you’re sure to start some conversation with this one-of-a-kind mug.",,$10.99,,,,,,,,,
https://www.chewy.com/purina-beneful-medleys-tuscan-style/dp/127661,Purina Beneful Medleys Tuscan Style Canned Dog Food,Purina Beneful,"Dazzle your dog at mealtime with Purina Beneful Medleys Tuscan Style Canned Dog Food. Real beef delivers meaty goodness in every bite, and the 100% complete and balanced nutrition offered in each can helps support his overall health and well-being. Real carrots, rice and spinach offer added flavor to the recipe blend in the form of ingredients you can see, and the small, tender chunks of meat create an appealing texture he's sure to wag his tail for. Essential vitamins and minerals give this delectable entree the nutrients your dog needs for his whole-body health and wellness, making you feel good about the meal you serve him every day. This tasty recipe is crafted without artificial colors, flavors or preservatives. Show him how much you care about his health and happiness with a bowlful of this handy single-serving deliciousness.",,$2.78,,,,,,,,,
https://www.chewy.com/vitakraft-vita-smart-gourmet/dp/538470,"Vitakraft Vita Smart Gourmet Fortified Daily Cockatiel & Lovebird Food, 4-lb bag",Vitakraft,"The Vitakraft Vita Smart Gourmet Cockatiel and Lovebird Food is designed specifically for your Cockatiel or Lovebird, and is packed full of good stuff to keep your feathered friend flap-happy. This premium grain, fruit and nut seed mix delivers complete nutrition. With ingredients including millet, sunflower seeds, nutriberries, peas, papaya, carrots, coconut and pineapple, it’s like a super tasty fiesta in a bag. Unique ingredients like dried chamomile and dried rose hips help ensure your bird will never be bored. Aloe vera concentrate and other nutrients support your bird’s skin health.",,$11.90,,,,,,,,,
https://www.chewy.com/penn-plax-turtle-topper-above-tank/dp/131275,Penn-Plax Turtle Topper Above Tank Basking Platform,Penn-Plax,"The Penn-Plax Turtle Topper Above Tank Basking Platform provides a unique spot for turtles to bask on top of their tank. Aquatic turtles are naturally avid swimmers that prefer deep water. Because the Turtle Topper sits on top, you can fill the tank completely so your turtle can enjoy swimming throughout the entire tank. It’s made to support the weight of multiple or larger turtles without sinking, which helps keep them dry as they bask. Two mounting rims are included to attach clamp lamps for optimal basking.",,$55.99,,,,,,,,,
https://www.chewy.com/pet-factory-twistedz-3-to-35-inch/dp/676814,"Pet Factory Twistedz 3 to 3.5-inch Beefhide Mini Rolls Beef Flavored Dog Hard Chews, 14 count",Pet Factory,"Put a tasty twist on snacktime with Pet Factory Twistedz 3 to 3.5-inch Beefhide Mini Rolls Beef Flavored Dog Hard Chews! These two-in-one treats combine real meat and American beefhide to create a flavorful, natural chew that dogs find hard to resist! Twistedz mini rolls are the paw-fect choice for avid chewers. Each beefy bite is 99% digestible and contains no harmful additives or preservatives. With paw-rental supervision, these chews offer a tasty, fun and satisfying workout for your dog’s wild instincts!",,$12.99,,,,,,,,,
https://www.chewy.com/bg-martin-faux-leather-poly-fill/dp/278753,B&G Martin Faux Leather Poly Fill Cushion Insert Dog & Cat Bed,B&G Martin,"Your furbaby deserves to be pampered and the B&G Martin Faux Leather Poly Fill Cushion Insert Dog & Cat Bed makes that su-paw easy. This pet bed is 100% vegan and cruelty-free, paw-fect for any animal lover and their best friend. The faux leather cover provides a luxurious feel and fits into most home décor––it will beautifully complement other leather furniture in your home. A polyfill cushion insert helps to keep your furbaby comfortable while catching some Z’s. Just wipe down the bed for easy cleaning.",,$199.00,,,,,,,,,
https://www.chewy.com/turbo-krinkle-balls-cat-toy-4-count/dp/228790,"Turbo Krinkle Balls Cat Toy, 4 count",Turbo,"Treat your furbaby to hours of play and exercise with Turbo Assorted Ball Cat Toys! Your kitty will love the way this ball bounces, rolls and twirls. Each Krinkle Ball is made with a shiny, crinkly material to help capture your kitty’s attention. This fun feline toy makes the purr-fect addition to your cat’s rotating collection. Plus, it encourages active play, mental stimulation and paw-sitive bonding between you and your furry friend!",,$3.49,,,,,,,,,
https://www.chewy.com/variety-pack-friskies-lil-gravies/dp/646790,"Variety Pack - Friskies Lil' Gravies Roast Beef Flavor Cat Food Complement, 1.55-oz, case of 16, Salmon, Chicken & Turkey Flavors",Friskies,"Friskies Lil' Gravies Roast Beef Flavor Cat Food Complement, 1.55-oz, case of 16 — Friskies Lil’ Gravies Roast Beef Flavor Cat Food Complement offers the gravy flavor that cat tastebuds crave. Each pouch of this gravy-licious delight can be served as a topper for dry food or as a treat between meals. 

Friskies Lil' Gravies Savory Salmon Flavor Cat Food Complement, 1.55-oz, case of 16 — Friskies Lil’ Gravies Savory Salmon Flavor Cat Food Complement takes tastebuds to gravy purr-a-dise. Each pouch of this gravy-licious delight can be served as a topper for dry food or as a treat between meals.

Friskies Lil' Gravies Roasted Chicken Flavor Cat Food Complement, 1.55-oz, case of 16 — Friskies Lil’ Gravies Roasted Chicken Flavor Cat Food Complement will satisfy gravy-loving cats everywhere. Each pouch of this gravy-licious delight can be used as a topper for crunchy dry cat food or as a treat between meals. 

Friskies Lil' Gravies Roasted Turkey Flavor Cat Food Complement, 1.55-oz, case of 16 — Make mealtimes memorable with Friskies Lil’ Gravies Roasted Turkey Flavor Cat Food Complement. Each pouch of this gravy-licious delight can be used as a topper for dry food or as a treat between meals.",,$52.24,,,,,,,,,
https://www.chewy.com/ice-horse-horse-knee-wrap-2-count/dp/352614,Ice Horse Horse Knee Wrap,Ice Horse,"The Ice Horse Horse Knee Wrap provides targeted therapeutic cooling to your horse’s knee. This wrap surrounds the entire knee joint to reduce heat and swelling. It includes reusable Cold Capsule inserts that help it stay cold longer. Specially placed Velcro closures create a secure and tight fit, and technical fabric keeps the Cold Capsules compressed and in place. An included suspender strap also helps to keep the wraps secure. When you’re done, just put the inserts back in the freezer to use them again.",,$189.95,,,,,,,,,
https://www.chewy.com/simplicity-200-micron-plastic-ring/dp/264024,Simplicity 200 Micron Plastic Ring Aquarium Filter Sock,Simplicity,"A quality filter sock is an integral part of keeping your aquarium water clean, healthy and free of debris. Fitting the Simplicity 200 Micron Plastic Ring Aquarium Filter Sock on your filter (sold separately) means you know your fishy friends will swim in the cleanest, healthiest water possible. Made in the US from durable material that will last, this aquarium accessory comes in a variety of sizes and styles to fit your tank’s needs.",,$8.50,,,,,,,,,
https://www.chewy.com/friskies-tasty-treasures-pate-liver/dp/104208,Friskies Tasty Treasures Pate Liver & Beef Wet Cat Food,Friskies,"Friskies Tasty Treasures Pate Beef & Liver Dinner Canned Cat Food is like a treasure find for your kitty’s taste buds! This whisker-licking recipe features real beef, and is packed with everything your cat needs to fuel all those furry adventures - like protein, antioxidants and healthy omegas. The formula is also enhanced with vitamins, minerals and essential taurine for nose-to-tail well-being in every bite. Plus, it provides moisture to help keep your pal hydrated and support urinary health. So open up the easy pull tab and turn mealtime into yum time.",,$19.92,,,,,,,,,
https://www.chewy.com/purina-pro-plan-focus-adult-urinary/dp/129813,Purina Pro Plan Focus Adult Urinary Tract Health Formula with Salmon Classic Canned Cat Food,Purina Pro Plan,"Nourish kitty with the foods she adores and the focused nutrition she needs when you serve Pro Plan Urinary Tract Health Formula Classic Entree With Salmon Adult Wet Cat Food. This adult cat food helps keep up your kitty's urinary tract health by reducing urinary pH and providing low dietary magnesium. Plus, every tender bite is chock full of kitty-approved flavor. Purposeful ingredients like real salmon are blended in, and along with that high-quality protein, your feline friend gets 25 essential vitamins and minerals plus taurine, an amino acid. Best of all, this highly digestible pate cat food promotes optimal nutrient delivery, helping the high-quality ingredients go to work to support her nose-to-tail well-being. Your furry companion is one-of-a-kind. Care for her unique needs with focused nutrition when you try this urinary cat food risk free.",,$39.84,,,,,,,,,
https://www.chewy.com/naturvet-all-in-one-support-soft/dp/324613,"NaturVet All-In-One Support Soft Chews Dog Supplement, 120 count + NaturVet Senior Care Hip & Joint Advanced Formula Dog Soft Chews, 120 count",NaturVet,"Support your sweet senior’s joints and overall health with NaturVet All-In-One Support Soft Chews Dog Supplement and NaturVet Senior Care Hip & Joint Advanced Formula Dog Soft Chews. Both supplements are formulated to support healthy hip and joint function including cartilage and connective tissues. All-in-One Support chews cover your pup’s essential health needs including digestive enzymes to help support proper digestion and a healthy digestive tract. They contain glucosamine and chondroitin for added joint support in dogs plus omega-3, -6 and -9 fatty acids for healthy skin and a glossy coat. Senior Care chews are veterinarian formulated and recommended to support healthy hips and joints. Safe for use with dogs aged 1 year and older.",,$33.48,,,,,,,,,
https://www.chewy.com/sublime-adjustable-dog-collar-pink/dp/648694,Sublime Adjustable Dog Collar,Sublime,"**Remember to measure your pet for the paw-fect fit.** Your pup will be the bark of the town wearing the fetching Sublime Adjustable Dog Collar! It features a double-sided design with two complementary patterns for twice the possibilities, and twice the fun. It also includes an extra-wide width and stylish, durable plastic hardware. This collar is sure to keep your barking bestie looking fur-esh and fashionable all year long!",,$8.99,,,,,,,,,
https://www.chewy.com/decker-manufacturing-company-union/dp/151966,Decker Manufacturing Company Union Fiber Horse Brush,Decker Manufacturing Company,"Keep your stallion looking sharp with the Decker Manufacturing Company Union Fiber Horse Brush. This medium-stiff brush features 1.38-inch union fiber bristles, which are ideal for removing dust, dirt and debris from his neck, body and legs. The Grip-Fit® handle is designed to fit comfortably in your hand while the nylon hand strap provides maximum control without slipping. And since it’s made from durable polypropylene, it won’t rot or mildew. Like all Decker equine products, this brush is proudly made in the USA.",,$24.99,,,,,,,,,
https://www.chewy.com/mighty-tequila-worm-squeaky-stuffing/dp/181892,Mighty Tequila Worm Squeaky Stuffing-Free Plush Dog Toy,Mighty,"This Mighty Tequila Worm is the paw-fect toy for dogs who like to play a little “ruff”. This plush toy is reinforced with multiple layers of durable materials and several layers of stitching that’s flipped inside for added strength. It’s also made with zero stuffing—just squeaker balls! That means you don’t have to worry about any fluffy disasters spread across your floors, furniture or yard. It's great for fetching and tugging and it makes an excellent companion to accompany your pup during a game of toss and catch.  Once your long day of play is done, simply place your BFF’s new pal in the washing machine for easy cleaning.",,$23.99,,,,,,,,,
https://www.chewy.com/ware-living-room-series-ferret-cage/dp/284684,Ware Living Room Series Ferret Cage,Ware,"Enjoy comfort, safety and convenient cleaning with the Ware Living Room Series Ferret Cage. This cozy cage comes complete with shelves, ramps, a bowl and other accessories to help your fuzzy friend feel right at home. It’s made with durable plastic, powder-coated metal and chew-proof welded steel. Narrow 1-inch bar spacing helps prevent your adventurous fellow from sneaking out. Plus, the full size slide-out pan makes cleanups a breeze!",,$319.99,,,,,,,,,
https://www.chewy.com/shapleys-magic-sheen-horse-hair/dp/133821,Shapley's Magic Sheen Horse Hair Polish,Shapley's,"Shapley's Magic Sheen Horse Hair Polish was voted by Horse Journal as the “Top Choice” of all silicone hair polish on the market. It gives the coat an exceptional shine, helps reduce hair loss and repels dirt and stains. Magic Sheen protects the hair shaft and keeps mane and tail hair tangle-free to minimize damage and breakage from brushing. This special formula won’t strip away moisture or natural oils, so it’s safe for everyday use.",,$15.95,,,,,,,,,
